student_id,cgpa_cumulative,backlogs_count,backlogs_age_max_weeks,branch,entrance_percentile,admission_category,social_category,home_state,schooling_medium,hosteller_flag,mean_attendance_pct,min_attendance_pct,attendance_debarment_threshold,attendance_condonation_band_low,attendance_condonation_band_high,consecutive_absence_streak_max,attendance_trend,timing_of_decline,classes_total_in_sem,classes_conducted_so_far,classes_remaining_in_sem,max_possible_attendance_pct,attendance_debarment_mathematically_certain,avg_pace_score,avg_clarity_score,avg_doubt_resolution_score,avg_teaching_style_fit_score,diagnostic_content_score,diagnostic_delivery_sensitive_score,avg_session_engagement_exposure,vtop_login_freq_per_week,submission_timing_relative,footfall_library_freq_per_week,hostel_curfew_violations,fee_payment_status,scholarship_category,education_loan_status,family_income_bracket,first_gen_college_goer,latent_risk_score,true_dominant_cluster,risk_level,risk_level_label,mentor_flag_category
S00275,7.54,1,1,SENSE-ECE,72.9,Management Quota,ST,Karnataka,State Board,DayScholar,72.6,57.7,65.0,65.0,75.0,12,stable,none,50,33,17,82.0,0,0.45,2.88,4.26,2.86,0.459,0.323,0.427,3.91,-0.4,0.22,,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1656,financial,0,No Risk,none
S00276,8.66,0,0,SMEC-MECH,70.4,Government Quota,OBC,Maharashtra,CBSE,DayScholar,79.4,74.5,65.0,65.0,75.0,0,stable,none,50,26,24,90.0,0,1.0,2.08,3.46,2.9,0.805,0.756,0.52,7.24,-0.33,1.46,,On Installment (On-Time),Category-Based,No Loan,2.5-8 LPA,No,0.1451,pedagogy,0,No Risk,none
S00277,5.89,3,2,SENSE-ECE,41.8,Government Quota,General,West Bengal,International,DayScholar,68.2,65.1,65.0,65.0,75.0,4,recovering,none,50,15,35,90.0,0,0.98,2.93,4.04,2.47,0.399,0.39,0.478,3.66,-0.42,4.15,,On Installment (On-Time),Category-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1512,financial,0,No Risk,none
S00278,6.45,4,4,SMEC-MECH,58.0,Management Quota,OBC,Uttar Pradesh,State Board,Hosteller,55.8,48.8,65.0,65.0,75.0,4,stable,none,50,14,36,88.0,0,0.61,3.5,3.52,1.72,0.399,0.312,0.3,7.99,1.35,1.16,4.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,No,0.1785,pedagogy,0,No Risk,none
S00279,5.96,2,20,SCOPE-CSE,63.0,Government Quota,EWS,Bihar,ICSE,Hosteller,59.0,56.4,65.0,65.0,75.0,10,recovering,none,50,24,26,80.0,0,0.29,1.64,2.7,2.58,0.619,0.504,0.394,3.19,-0.02,1.24,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1342,pedagogy,0,No Risk,none
S00280,7.28,1,1,SENSE-ECE,75.1,Government Quota,OBC,Uttar Pradesh,CBSE,Hosteller,63.0,63.0,65.0,65.0,75.0,6,declining,early,50,34,16,74.0,0,1.0,2.84,1.54,4.16,0.929,0.853,0.484,11.72,-0.29,2.48,2.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,Yes,0.0871,attendance,0,No Risk,none
S00281,7.83,0,0,SENSE-ECE,79.1,Government Quota,General,Uttar Pradesh,ICSE,Hosteller,76.3,71.7,65.0,65.0,75.0,3,stable,none,50,32,18,84.0,0,1.0,2.54,3.28,2.55,0.916,0.839,0.541,6.01,-1.91,2.54,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,Yes,0.0615,behavioural,0,No Risk,none
S00282,7.16,2,1,SBST-BIOTECH,72.1,Government Quota,EWS,West Bengal,State Board,DayScholar,100.0,97.2,65.0,65.0,75.0,1,stable,none,50,24,26,100.0,0,-0.7,2.53,2.22,4.1,0.598,0.485,0.653,11.98,0.11,2.8,,Fee Due >30 Days,Category-Based,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.1296,financial,0,No Risk,none
S00283,6.33,3,6,SENSE-ECE,66.5,Government Quota,General,West Bengal,CBSE,Hosteller,93.6,92.8,65.0,65.0,75.0,0,declining,early,50,42,8,94.0,0,1.0,3.31,2.47,1.75,0.731,0.643,0.656,11.9,-0.37,2.46,0.0,Fee Due >30 Days,No Scholarship,No Loan,<2.5 LPA,Yes,0.1596,financial,0,No Risk,none
S00284,7.55,0,0,SBST-BIOTECH,68.7,Management Quota,General,Tamil Nadu,CBSE,Hosteller,58.1,54.4,65.0,65.0,75.0,4,stable,none,50,5,45,96.0,0,1.0,4.57,1.08,2.64,0.571,0.833,0.279,12.8,-0.39,2.64,3.0,On Installment (Overdue),Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.2527,financial,2,Attendance-Debarment Risk,financial
S00285,6.68,5,12,SBST-BIOTECH,69.0,Management Quota,General,Bihar,CBSE,Hosteller,45.8,45.0,65.0,65.0,75.0,6,recovering,none,50,7,43,92.0,0,1.0,3.9,2.61,3.4,0.573,0.562,0.276,10.58,-1.35,1.36,2.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.2105,academic,1,Backlog / Academic-Probation Risk,academic
S00286,5.24,2,1,SCOPE-CSE,35.7,Management Quota,General,Bihar,State Board,Hosteller,87.1,59.5,65.0,65.0,75.0,4,stable,none,50,7,43,98.0,0,0.54,4.14,2.9,4.74,0.367,0.316,0.661,4.49,0.47,3.2,0.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.1234,financial,0,No Risk,none
S00287,7.07,3,2,SCOPE-CSE,68.9,Government Quota,EWS,Maharashtra,CBSE,Hosteller,85.5,83.7,65.0,65.0,75.0,2,stable,none,50,41,9,88.0,0,-0.14,2.17,4.16,4.97,0.899,1.0,0.629,9.19,-1.08,3.62,1.0,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.2951,financial,2,Attendance-Debarment Risk,financial
S00288,9.58,0,0,SMEC-MECH,99.9,Government Quota,OBC,Kerala,CBSE,Hosteller,73.8,73.1,65.0,65.0,75.0,0,declining,early,50,38,12,80.0,0,-0.45,4.01,2.06,2.11,1.0,0.913,0.504,14.85,1.52,4.48,0.0,On Installment (On-Time),Sports-Cultural Quota,No Loan,>8 LPA,No,0.017,pedagogy,0,No Risk,none
S00289,7.4,0,0,SBST-BIOTECH,77.0,Management Quota,SC,Bihar,CBSE,DayScholar,93.2,91.8,65.0,65.0,75.0,5,stable,none,50,30,20,96.0,0,1.0,2.95,4.1,2.03,0.945,0.926,0.621,10.07,1.04,1.49,,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1525,financial,0,No Risk,none
S00290,9.99,1,1,SENSE-ECE,84.3,Government Quota,General,West Bengal,CBSE,Hosteller,85.1,79.7,65.0,65.0,75.0,0,stable,none,50,17,33,94.0,0,-0.17,2.8,,1.72,1.0,0.866,0.525,11.44,0.74,0.0,1.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.0,pedagogy,0,No Risk,none
S00291,8.34,0,0,SENSE-ECE,72.6,Government Quota,General,Maharashtra,International,Hosteller,78.4,76.1,65.0,65.0,75.0,3,stable,none,50,28,22,88.0,0,0.78,5.0,,2.2,0.866,0.778,0.592,5.09,-0.9,2.99,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,No,0.0501,financial,0,No Risk,none
S00292,10.0,0,0,SMEC-MECH,99.9,Government Quota,General,Andhra Pradesh,CBSE,Hosteller,65.4,62.5,65.0,65.0,75.0,5,stable,none,50,36,14,76.0,0,0.9,4.68,3.87,3.18,1.0,0.969,0.428,5.08,-1.93,2.76,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1923,behavioural,1,Backlog / Academic-Probation Risk,psychosocial
S00293,8.37,0,0,SCOPE-CSE,83.6,Government Quota,General,Other,ICSE,Hosteller,80.2,61.9,65.0,65.0,75.0,8,stable,none,50,36,14,86.0,0,0.31,1.62,,1.93,0.78,0.8,0.53,5.06,-0.77,0.0,1.0,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,No,0.0547,pedagogy,0,No Risk,none
S00294,5.63,0,0,SBST-BIOTECH,55.2,Management Quota,EWS,Andhra Pradesh,ICSE,Hosteller,75.3,74.6,65.0,65.0,75.0,1,recovering,none,50,22,28,90.0,0,-0.34,2.1,2.88,3.47,0.647,0.579,0.423,4.84,0.44,1.61,2.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.2206,financial,1,Backlog / Academic-Probation Risk,financial
S00295,5.87,1,4,SMEC-MECH,69.8,Management Quota,OBC,Uttar Pradesh,State Board,DayScholar,79.4,74.6,65.0,65.0,75.0,9,stable,none,50,45,5,82.0,0,-0.63,3.73,2.76,4.23,0.318,0.25,0.246,6.81,1.41,7.12,,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,Yes,0.2077,diagnostic,1,Backlog / Academic-Probation Risk,pedagogical
S00296,5.96,0,0,SENSE-ECE,59.3,Government Quota,General,Kerala,International,Hosteller,78.5,68.7,65.0,65.0,75.0,4,stable,none,50,41,9,82.0,0,0.2,4.58,3.19,1.95,0.587,0.789,0.337,9.27,-0.49,1.6,0.0,Fully Paid,No Scholarship,No Loan,>8 LPA,Yes,0.1805,pedagogy,0,No Risk,none
S00297,10.0,0,0,SCOPE-CSE,99.9,Government Quota,SC,West Bengal,State Board,Hosteller,80.0,42.5,65.0,65.0,75.0,4,recovering,none,50,44,6,82.0,0,0.37,3.74,3.25,4.19,0.97,0.861,0.568,7.57,-1.42,0.96,0.0,Fully Paid,Merit-Based,No Loan,<2.5 LPA,Yes,0.0963,behavioural,0,No Risk,none
S00298,9.03,0,0,SMEC-MECH,86.9,Management Quota,General,Karnataka,State Board,Hosteller,80.1,52.6,65.0,65.0,75.0,4,stable,none,50,32,18,88.0,0,-0.19,4.02,2.93,4.44,1.0,1.0,0.481,3.58,-0.25,1.48,0.0,On Installment (Overdue),No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1661,financial,0,No Risk,none
S00299,9.09,0,0,SENSE-ECE,89.3,Management Quota,OBC,West Bengal,CBSE,DayScholar,73.7,72.6,65.0,65.0,75.0,0,stable,none,50,27,23,86.0,0,0.07,4.62,3.49,4.3,0.688,0.741,0.536,10.2,1.37,0.0,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0,attendance,0,No Risk,none
S00300,7.02,0,0,SMEC-MECH,64.4,Government Quota,EWS,Uttar Pradesh,CBSE,Hosteller,73.4,65.7,65.0,65.0,75.0,14,declining,early,50,18,32,90.0,0,0.41,3.82,3.91,5.0,0.589,0.468,0.308,7.89,-1.07,3.19,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1042,financial,0,No Risk,none
S00301,7.89,0,0,SENSE-ECE,82.8,Government Quota,General,Kerala,CBSE,DayScholar,65.0,63.8,65.0,65.0,75.0,6,stable,none,50,23,27,84.0,0,-0.64,1.29,1.78,2.5,0.892,0.731,0.232,10.46,2.26,4.5,,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),>8 LPA,No,0.3642,financial,3,Withdrawal / Discontinuation Risk,financial
S00302,7.96,1,21,SENSE-ECE,80.9,Government Quota,General,Bihar,State Board,Hosteller,56.9,53.2,65.0,65.0,75.0,4,recovering,none,50,21,29,82.0,0,-0.4,4.28,4.47,3.04,1.0,1.0,0.161,6.42,-0.31,0.0,0.0,On Installment (On-Time),Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.0506,visual_engagement,0,No Risk,none
S00303,6.79,2,15,SMEC-MECH,72.7,Government Quota,OBC,Kerala,CBSE,DayScholar,71.6,64.9,65.0,65.0,75.0,10,declining,late,50,14,36,92.0,0,-0.47,4.18,4.82,3.93,0.666,0.805,0.279,3.47,0.34,0.99,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1213,visual_engagement,0,No Risk,none
S00304,7.12,1,2,SBST-BIOTECH,76.6,Management Quota,EWS,Kerala,CBSE,Hosteller,80.6,73.6,65.0,65.0,75.0,0,stable,none,50,43,7,84.0,0,0.72,2.6,3.24,1.66,0.836,0.72,0.449,8.86,-0.06,2.31,0.0,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,Yes,0.028,pedagogy,0,No Risk,none
S00305,6.71,1,6,SMEC-MECH,81.3,Government Quota,SC,Maharashtra,CBSE,Hosteller,77.1,73.9,65.0,65.0,75.0,3,stable,none,50,18,32,92.0,0,0.36,2.73,,4.27,0.583,0.564,0.363,6.07,0.94,1.89,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.0131,financial,0,No Risk,none
S00306,7.64,0,0,SBST-BIOTECH,72.5,Management Quota,EWS,Andhra Pradesh,CBSE,Hosteller,100.0,96.5,65.0,65.0,75.0,5,stable,none,50,13,37,100.0,0,0.35,3.53,1.5,3.66,0.972,1.0,0.798,13.04,0.17,1.37,2.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0,financial,0,No Risk,none
S00307,7.46,0,0,SENSE-ECE,75.5,Government Quota,EWS,Other,ICSE,Hosteller,86.9,81.2,65.0,65.0,75.0,8,stable,none,50,7,43,98.0,0,-0.6,2.1,3.24,1.97,0.811,0.739,0.633,11.33,-0.71,4.27,2.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.118,pedagogy,0,No Risk,none
S00308,8.17,0,0,SCE-CIVIL,90.7,Management Quota,General,Other,CBSE,Hosteller,85.9,82.4,65.0,65.0,75.0,1,stable,none,50,20,30,94.0,0,0.8,3.24,3.94,3.02,0.646,0.578,0.53,11.99,1.16,0.29,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.0254,financial,0,No Risk,none
S00309,8.17,0,0,SCOPE-CSE,71.1,Government Quota,OBC,Bihar,ICSE,Hosteller,79.6,66.7,65.0,65.0,75.0,4,stable,none,50,19,31,92.0,0,-0.95,4.8,2.47,3.23,0.941,1.0,0.465,12.51,0.04,1.85,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0665,financial,0,No Risk,none
S00310,6.09,4,3,SENSE-ECE,64.5,Government Quota,EWS,Maharashtra,CBSE,DayScholar,84.3,82.5,65.0,65.0,75.0,2,recovering,none,50,45,5,86.0,0,0.12,2.28,3.35,3.28,0.848,0.81,0.591,5.75,-1.07,1.78,,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0438,academic,0,No Risk,none
S00311,8.56,0,0,SCE-CIVIL,66.6,Government Quota,EWS,Kerala,CBSE,Hosteller,89.5,81.3,65.0,65.0,75.0,6,stable,none,50,18,32,96.0,0,0.43,2.99,3.72,3.47,0.975,0.818,0.467,9.19,-1.54,2.19,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1808,behavioural,0,No Risk,none
S00312,6.06,3,1,SBST-BIOTECH,73.0,Government Quota,General,Tamil Nadu,State Board,DayScholar,64.8,44.7,65.0,65.0,75.0,6,stable,none,50,26,24,82.0,0,0.0,4.52,1.3,2.73,0.485,0.498,0.233,7.12,0.92,6.43,,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,Yes,0.1051,visual_engagement,0,No Risk,none
S00313,7.42,1,33,SCOPE-CSE,64.1,Government Quota,General,West Bengal,CBSE,Hosteller,81.0,58.1,65.0,65.0,75.0,4,stable,none,50,34,16,88.0,0,0.83,3.97,3.64,4.1,0.786,0.824,0.479,10.38,0.42,5.31,0.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1884,financial,1,Backlog / Academic-Probation Risk,financial
S00314,7.68,0,0,SENSE-ECE,79.6,Management Quota,General,West Bengal,CBSE,Hosteller,75.1,59.4,65.0,65.0,75.0,7,recovering,none,50,39,11,80.0,0,0.47,3.0,3.11,5.0,0.493,0.543,0.42,8.08,-0.38,4.33,0.0,On Installment (On-Time),Merit-Based,No Loan,>8 LPA,No,0.0679,visual_engagement,0,No Risk,none
S00315,5.51,3,2,SMEC-MECH,62.8,Management Quota,General,Bihar,State Board,Hosteller,82.0,73.7,65.0,65.0,75.0,1,recovering,none,50,25,25,92.0,0,0.9,3.09,1.0,3.53,0.765,0.681,0.501,7.29,-0.38,3.49,3.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.1399,financial,0,No Risk,none
S00316,8.38,0,0,SENSE-ECE,79.1,Government Quota,EWS,Karnataka,CBSE,Hosteller,73.2,66.8,65.0,65.0,75.0,4,declining,late,50,36,14,80.0,0,-0.14,5.0,,4.07,0.997,1.0,0.387,10.42,-1.58,2.09,1.0,On Installment (Overdue),Category-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.2934,financial,2,Attendance-Debarment Risk,financial
S00317,7.44,1,10,SCE-CIVIL,85.2,Government Quota,SC,Tamil Nadu,ICSE,DayScholar,68.5,57.5,65.0,65.0,75.0,6,stable,none,50,23,27,86.0,0,0.87,2.37,,3.04,0.729,0.784,0.501,13.7,0.33,2.78,,On Installment (Overdue),No Scholarship,No Loan,<2.5 LPA,Yes,0.0581,financial,0,No Risk,none
S00318,7.91,0,0,SENSE-ECE,61.1,Management Quota,General,Uttar Pradesh,CBSE,Hosteller,99.6,91.6,65.0,65.0,75.0,5,stable,none,50,41,9,100.0,0,0.16,4.55,,1.94,0.756,1.0,0.698,7.77,-1.11,6.54,2.0,On Installment (On-Time),Institutional Need-Based,No Loan,<2.5 LPA,Yes,0.019,behavioural,0,No Risk,none
S00319,6.22,1,25,SBST-BIOTECH,76.0,Government Quota,SC,Other,CBSE,Hosteller,84.0,78.4,65.0,65.0,75.0,2,stable,none,50,39,11,88.0,0,0.02,2.71,5.0,4.5,0.519,0.457,0.387,11.61,-0.35,0.0,0.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.1678,visual_engagement,0,No Risk,none
S00320,8.08,0,0,SBST-BIOTECH,75.1,Management Quota,OBC,Delhi-NCR,ICSE,DayScholar,95.0,80.3,65.0,65.0,75.0,3,stable,none,50,21,29,98.0,0,0.8,4.03,4.13,5.0,0.713,0.668,0.528,12.98,1.03,1.93,,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0666,attendance,0,No Risk,none
S00321,8.28,0,0,SMEC-MECH,80.1,Management Quota,General,Maharashtra,State Board,Hosteller,93.9,85.8,65.0,65.0,75.0,1,stable,none,50,17,33,98.0,0,0.15,3.38,2.06,1.3,0.36,0.366,0.917,15.39,-1.08,3.3,2.0,On Installment (On-Time),Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0891,pedagogy,0,No Risk,none
S00322,5.09,6,1,SCE-CIVIL,54.8,Management Quota,OBC,Uttar Pradesh,CBSE,Hosteller,72.3,63.1,65.0,65.0,75.0,12,recovering,none,50,38,12,78.0,0,0.74,4.17,4.01,4.09,0.733,0.788,0.443,9.8,-0.19,0.33,2.0,On Installment (On-Time),Merit-Based,No Loan,2.5-8 LPA,Yes,0.2262,academic,1,Backlog / Academic-Probation Risk,academic
S00323,7.28,0,0,SMEC-MECH,70.1,Government Quota,General,Uttar Pradesh,CBSE,DayScholar,75.4,71.6,65.0,65.0,75.0,8,stable,none,50,16,34,92.0,0,-0.44,2.98,2.78,2.14,0.689,0.652,0.363,10.47,0.14,1.89,,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1837,financial,1,Backlog / Academic-Probation Risk,financial
S00324,7.33,0,0,SCOPE-CSE,69.0,Management Quota,OBC,Other,State Board,DayScholar,69.8,59.7,65.0,65.0,75.0,7,stable,none,50,28,22,84.0,0,-1.0,3.27,4.02,4.19,0.797,0.739,0.343,9.3,1.39,1.36,,On Installment (On-Time),Merit-Based,No Loan,2.5-8 LPA,No,0.1141,visual_engagement,0,No Risk,none
S00325,8.93,0,0,SCE-CIVIL,99.9,Government Quota,General,Karnataka,CBSE,Hosteller,66.3,66.0,65.0,65.0,75.0,9,recovering,none,50,28,22,82.0,0,0.95,5.0,,4.12,0.462,0.629,0.139,8.43,-1.41,2.57,6.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.1802,visual_engagement,0,No Risk,none
S00326,5.42,1,1,SCE-CIVIL,49.3,Government Quota,General,West Bengal,State Board,Hosteller,74.9,54.6,65.0,65.0,75.0,6,declining,late,50,13,37,94.0,0,-0.64,3.5,,2.58,0.706,0.738,0.429,3.48,-0.47,3.74,3.0,On Installment (On-Time),No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.1032,financial,0,No Risk,none
S00327,8.03,0,0,SENSE-ECE,60.2,Management Quota,OBC,Andhra Pradesh,State Board,Hosteller,84.8,83.9,65.0,65.0,75.0,5,stable,none,50,33,17,90.0,0,-1.0,3.18,3.84,5.0,0.512,0.748,0.52,11.04,-1.51,4.99,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0616,behavioural,0,No Risk,none
S00328,8.97,0,0,SMEC-MECH,98.9,Management Quota,General,Delhi-NCR,CBSE,Hosteller,99.5,97.0,65.0,65.0,75.0,2,stable,none,50,35,15,100.0,0,-0.53,5.0,1.0,4.43,1.0,1.0,0.82,13.6,-0.05,0.0,0.0,On Installment (Overdue),Category-Based,Active Loan (No Stress Flagged),>8 LPA,No,0.265,financial,2,Attendance-Debarment Risk,financial
S00329,8.99,0,0,SMEC-MECH,99.9,Management Quota,General,Maharashtra,State Board,Hosteller,86.5,84.7,65.0,65.0,75.0,1,stable,none,50,16,34,96.0,0,0.54,3.58,3.6,4.07,0.932,0.873,0.509,8.63,-0.94,3.63,0.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,Yes,0.0087,behavioural,0,No Risk,none
S00330,9.46,0,0,SMEC-MECH,92.0,Government Quota,ST,Delhi-NCR,State Board,DayScholar,97.1,89.3,65.0,65.0,75.0,2,stable,none,50,20,30,98.0,0,0.47,4.28,2.48,4.83,0.948,0.888,0.656,10.01,-1.16,3.62,,Fully Paid,Category-Based,No Loan,>8 LPA,Yes,0.0916,behavioural,0,No Risk,none
S00331,6.62,1,3,SBST-BIOTECH,79.1,Government Quota,General,Karnataka,CBSE,Hosteller,83.2,81.1,65.0,65.0,75.0,5,recovering,none,50,11,39,96.0,0,-0.69,3.91,2.24,5.0,0.822,0.902,0.485,8.57,1.44,3.61,0.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,Yes,0.0572,financial,0,No Risk,none
S00332,6.62,1,10,SENSE-ECE,56.6,Government Quota,General,Other,State Board,Hosteller,59.1,57.1,65.0,65.0,75.0,5,recovering,none,50,14,36,88.0,0,1.0,5.0,3.14,2.78,0.664,0.823,0.39,11.37,-0.22,4.57,2.0,On Installment (Overdue),Institutional Need-Based,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.1965,financial,1,Backlog / Academic-Probation Risk,financial
S00333,7.0,1,2,SCE-CIVIL,78.6,Government Quota,OBC,Karnataka,State Board,Hosteller,68.9,59.3,65.0,65.0,75.0,7,stable,none,50,42,8,74.0,0,-0.28,5.0,2.99,5.0,0.761,0.824,0.37,10.79,1.6,1.94,3.0,Fee Due >30 Days,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,No,0.2198,financial,1,Backlog / Academic-Probation Risk,financial
S00334,6.66,2,13,SBST-BIOTECH,77.0,Government Quota,OBC,Kerala,ICSE,Hosteller,59.8,34.8,65.0,65.0,75.0,4,declining,early,50,41,9,68.0,0,0.26,4.32,2.48,3.45,0.76,0.968,0.272,8.05,-0.97,3.66,0.0,Fully Paid,Category-Based,No Loan,>8 LPA,No,0.0,visual_engagement,0,No Risk,none
S00335,6.04,1,8,SCE-CIVIL,65.9,Government Quota,OBC,Uttar Pradesh,CBSE,Hosteller,72.8,66.4,65.0,65.0,75.0,10,stable,none,50,22,28,88.0,0,-1.0,4.26,4.37,3.7,0.699,0.981,0.392,6.36,-1.63,6.51,0.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.2735,behavioural,2,Attendance-Debarment Risk,psychosocial
S00336,8.14,0,0,SMEC-MECH,79.7,Government Quota,OBC,Bihar,State Board,DayScholar,76.4,68.2,65.0,65.0,75.0,6,stable,none,50,25,25,88.0,0,-1.0,3.64,1.79,3.46,0.77,0.756,0.205,12.05,-1.33,3.13,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.1187,visual_engagement,0,No Risk,none
S00337,5.64,2,19,SENSE-ECE,48.3,Management Quota,OBC,Delhi-NCR,State Board,Hosteller,55.5,53.4,65.0,65.0,75.0,5,stable,none,50,12,38,90.0,0,0.54,4.4,,2.84,0.546,0.76,0.459,11.38,0.23,5.67,2.0,Fully Paid,Sports-Cultural Quota,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0347,financial,0,No Risk,none
S00338,7.74,1,15,SMEC-MECH,99.9,Government Quota,General,Uttar Pradesh,CBSE,DayScholar,87.6,72.4,65.0,65.0,75.0,2,recovering,none,50,19,31,96.0,0,0.37,3.13,2.09,4.35,0.842,0.899,0.5,10.03,-1.44,2.74,,On Installment (On-Time),Sports-Cultural Quota,No Loan,<2.5 LPA,Yes,0.0532,behavioural,0,No Risk,none
S00339,9.16,0,0,SMEC-MECH,99.9,Government Quota,General,Other,CBSE,DayScholar,60.7,41.2,65.0,65.0,75.0,4,declining,early,50,47,3,64.0,1,-0.78,4.7,3.61,2.52,0.911,0.859,0.319,11.11,0.22,1.19,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.1972,attendance,2,Attendance-Debarment Risk,academic
S00340,6.98,1,1,SBST-BIOTECH,57.7,Government Quota,OBC,Other,CBSE,Hosteller,60.3,57.5,65.0,65.0,75.0,10,stable,none,50,38,12,70.0,0,-0.95,2.84,,2.09,0.861,0.817,0.039,7.63,0.81,1.48,3.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.1448,visual_engagement,0,No Risk,none
S00341,6.52,2,10,SCOPE-CSE,77.1,Management Quota,OBC,West Bengal,ICSE,Hosteller,88.9,76.2,65.0,65.0,75.0,0,stable,none,50,38,12,92.0,0,-0.06,1.84,4.46,3.48,0.4,0.377,0.522,6.38,-1.24,5.0,1.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.1087,pedagogy,0,No Risk,none
S00342,7.23,1,2,SENSE-ECE,82.3,Government Quota,SC,Bihar,State Board,Hosteller,93.0,89.4,65.0,65.0,75.0,3,declining,early,50,33,17,96.0,0,-1.0,2.52,1.92,4.28,0.829,0.733,0.39,7.79,1.98,1.27,1.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1266,financial,0,No Risk,none
S00343,8.56,1,7,SMEC-MECH,92.4,Management Quota,ST,Kerala,CBSE,DayScholar,67.0,59.3,65.0,65.0,75.0,9,stable,none,50,43,7,72.0,0,-0.19,3.9,3.43,5.0,0.992,0.929,0.414,7.12,0.35,0.25,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0654,attendance,0,No Risk,none
